	Description	MG1999112202AA.CEL	MG1999112204AA.CEL	MG1999112206AA.CEL	MG2000011801AA.CEL	MG2000011803AA.CEL	MG2000011807AA.CEL	MG2000030308AA.CEL	MG2000031503AA.CEL	MG2000032015AA.CEL	MG2000033106AA.CEL	MG2000033107AA.CEL	MG2000033109AA.CEL	MG2000040501AA.CEL	MG2000040502AA.CEL	MG2000040504AA.CEL	MG2000040505AA.CEL	MG2000040508AA.CEL	MG2000040509AA.CEL	MG2000040510AA.CEL	MG2000040511AA.CEL	MG2000040512AA.CEL	MG2000040513AA.CEL	MG2000051201AA.CEL	MG2000051202AA.CEL	MG2000051204AA.CEL	MG2000051205AA.CEL	MG2000051207AA.CEL	MG2000051208AA.CEL	MG2000051209AA.CEL	MG2000051211AA.CEL	MG2000051213AA.CEL	MG2000061902AA.CEL	MG2000061903AA.CEL	MG2000061904AA.CEL	MG2000061905AA.CEL	MG2000061906AA.CEL	MG2000070709AA.CEL	MG2000070710AA.CEL	MG2000070711AA.CEL	MG2000070712AA.CEL	MG2000070713AA.CEL	MG2000071102AA.CEL
U51095_at	CDX1 Caudal type homeo box transcription factor 1	3.20E+03	4.91E+01	7.31E+02	5.23E+04	6.66E+01	1.60E-01	3.26E+02	1.15E+00	6.43E+00	7.97E-02	3.13E-02	3.00E+01	1.14E-01	8.02E+03	3.39E+01	5.46E+00	9.65E-01	7.60E-02	1.61E+01	1.84E-01	4.18E+04	6.18E-02	1.19E-01	2.91E-01	1.06E+00	5.86E-01	1.54E-01	2.93E-01	7.62E-02	2.08E-01	7.45E+01	3.34E-02	4.08E-02	3.32E-01	4.14E-02	3.21E-02	1.32E+02	1.30E+00	3.91E+00	7.94E-01	1.64E+03	1.39E+01
U51096_at	Homeobox protein Cdx2 mRNA	1.14E+05	4.61E+02	1.91E+04	4.63E+05	4.41E+03	5.22E+04	1.11E-01	1.85E+02	8.74E+03	8.69E+04	3.44E+05	7.28E+04	2.07E-02	2.09E+04	4.82E+02	6.81E-02	1.30E+05	6.98E-02	9.02E-02	6.31E-02	3.35E+02	4.75E+00	5.83E+05	8.01E+05	2.23E+06	1.47E+03	4.32E+03	4.66E-01	6.44E+02	5.39E+04	6.00E+04	6.75E-03	2.19E-02	4.91E-03	1.93E-02	9.54E-03	5.76E+02	3.30E-02	1.49E-01	4.54E-02	8.36E+04	8.76E+02
U51127_at	IRF5 Interferon regulatory factor 5	6.40E+02	6.79E-01	1.44E+03	5.64E+04	2.92E+03	4.93E+02	3.11E+00	8.83E-02	1.41E+04	2.96E+01	2.39E+03	2.96E+04	9.22E-02	6.80E+05	5.02E+01	5.84E-02	2.40E+05	3.36E-02	6.50E-02	3.86E-02	6.70E+00	3.78E-02	1.02E-01	1.47E+01	1.05E+05	1.76E+01	3.50E-02	2.14E-02	7.13E-02	8.97E-02	6.53E+00	1.08E-02	5.87E-03	1.23E-02	7.76E-03	1.85E-02	2.76E+03	2.52E-02	3.73E-02	1.66E-01	1.44E+05	1.27E+00
U51166_at	G/T mismatch-specific thymine DNA glycosylase mRNA	2.18E+04	1.40E-02	5.06E+03	2.22E+00	7.20E+04	6.37E-02	1.12E+04	2.11E+03	4.81E+03	4.24E+04	2.12E+07	6.00E+04	4.81E-02	4.81E+04	1.84E+02	4.22E-01	2.88E+05	1.07E+04	2.38E+00	3.05E+03	1.16E+03	1.30E+04	1.27E+04	1.02E-01	9.07E-02	2.93E+04	2.62E-02	1.28E-02	2.68E-02	1.45E+02	6.22E+03	5.67E-03	9.25E-03	6.69E-02	1.30E-02	1.53E-02	8.85E-02	9.15E-02	4.29E-02	8.02E-02	2.24E+05	3.00E-02
U51205_at	COP9 homolog (HCOP9) mRNA	1.49E+03	1.75E+02	3.76E+02	2.05E+03	1.27E+00	9.06E+01	2.12E+02	6.09E+00	1.38E+02	7.97E-02	3.82E-01	1.06E+01	5.86E+01	7.38E+02	2.15E+00	4.23E-01	3.21E+03	1.76E+01	5.37E+01	3.43E+01	1.34E+03	1.79E-01	3.04E+00	1.32E+01	1.43E+02	1.00E+03	2.81E-01	3.19E+03	4.23E+02	1.59E+01	4.69E+00	1.07E+03	2.53E+02	1.67E+01	4.33E-02	9.24E+03	3.56E+02	2.03E+01	1.73E+03	3.39E+02	8.00E+03	5.53E+04
U51240_at	"KIAA0085 gene, partial cds"	2.75E+04	3.12E+04	1.22E-01	1.57E+04	2.09E+04	1.80E+05	1.20E+03	1.15E-01	2.27E+04	1.27E-01	1.21E-01	4.19E+01	2.66E+04	1.19E+01	4.87E+03	6.91E-01	8.15E+06	1.83E+00	1.51E+02	1.30E-01	2.90E+06	6.33E+00	1.21E+07	6.66E+04	3.04E+03	2.06E+03	1.45E+04	1.81E+03	3.33E+03	1.19E+03	2.10E+03	1.56E+03	5.15E+05	2.78E+02	6.00E+05	5.83E+03	1.53E+04	3.86E+04	1.84E+05	2.59E+04	1.62E+04	1.17E-01
U51241_at	CMKBR3 Chemokine (C-C) receptor 3	2.39E+03	2.05E+04	2.60E+03	1.44E+04	1.41E+06	3.36E+03	3.31E+01	1.63E+02	2.53E+03	3.51E+03	1.08E+03	2.02E+03	7.88E+06	2.50E+04	6.40E+03	7.46E+02	1.85E+03	4.70E+02	1.99E+04	2.61E+02	5.60E+04	4.88E+02	1.14E+03	1.77E+04	2.17E+03	7.96E+02	7.89E+02	1.22E+03	1.13E+05	3.09E+05	5.72E+02	4.45E+02	6.14E+04	4.22E+02	3.67E+02	2.94E+03	9.86E+00	1.80E+03	1.61E+03	1.68E+05	1.36E+05	1.64E+06
U51269_at	Armadillo repeat protein mRNA	8.13E+02	3.19E-01	1.55E-01	3.04E+01	1.51E+03	4.77E-02	3.69E-02	2.65E-02	3.83E+02	3.49E-02	1.99E-02	8.31E-02	1.14E-02	3.53E-02	4.61E-02	2.07E-02	6.69E-02	1.88E-02	2.44E-02	4.65E-02	4.47E-01	6.47E-03	3.47E-02	7.28E-02	7.55E-02	1.56E+00	2.74E-02	5.22E-02	2.76E-02	7.87E-02	6.80E-02	1.41E-02	4.42E-03	1.03E-02	6.96E-03	7.73E-03	1.17E-01	1.42E-02	4.78E-02	1.69E-02	8.62E-02	8.58E-02
U51333_s_at	HK3 Hexokinase 3 (white cell)	3.91E+04	1.70E-02	4.28E-02	2.75E+00	3.73E-02	2.46E-02	3.62E-02	4.60E-02	5.34E+02	1.77E-02	1.73E-02	6.26E-02	1.17E-02	2.45E-02	3.84E-02	1.19E-02	1.06E-01	1.01E-02	5.41E-02	4.92E-02	4.72E+01	1.08E-02	1.85E-02	1.09E-02	2.37E-02	4.11E-02	3.44E-02	9.43E-02	3.61E-02	3.81E-02	3.77E-02	1.69E-02	1.62E-02	6.31E-02	1.80E-02	2.43E-02	1.24E+00	3.48E-02	5.85E-02	4.35E-02	1.10E+00	5.56E-02
U51334_at	Putative RNA binding protein (RBP56) mRNA	4.32E+02	2.22E-01	1.88E+00	7.16E+07	1.54E+03	3.34E-01	1.12E-01	1.41E-01	2.75E+05	2.20E-01	2.66E+00	8.16E+04	3.95E-02	3.49E-01	1.25E+02	5.03E-02	5.64E+00	2.50E-02	5.86E-02	4.23E-01	2.28E-01	7.21E-02	9.55E+01	2.08E+04	3.12E+02	5.53E+02	1.03E+01	5.02E+00	1.51E+02	1.44E+03	7.60E+01	3.15E-02	1.35E-02	5.87E-02	3.20E-02	2.28E-02	3.09E+02	3.72E-02	1.12E-01	3.40E-02	7.47E+05	6.89E+02
U51336_at	"Inositol 1,3,4-trisphosphate 5/6-kinase mRNA"	2.71E+06	1.34E+03	4.78E+03	2.49E+04	1.76E+05	4.81E+04	1.35E+03	1.13E+04	1.11E+06	3.94E-02	3.51E-02	1.14E-01	1.79E+01	6.66E+00	7.91E+01	9.36E+00	2.68E+04	6.61E+01	6.55E+02	1.82E-01	1.16E+04	1.88E+03	8.95E+03	2.11E+03	5.98E+03	3.08E+03	1.65E-01	2.75E+03	1.23E+03	3.15E+02	2.97E+03	6.55E-02	5.63E-02	5.99E-02	6.48E+03	7.71E-02	1.63E+00	5.48E+00	2.94E+00	1.39E-01	8.68E-02	3.76E+03
U51432_at	Nuclear protein Skip mRNA	4.14E+00	3.45E-02	6.67E+01	1.54E+00	2.53E+01	5.28E-02	2.77E-02	3.91E-02	3.93E+01	1.79E-02	4.01E-02	2.57E+02	1.06E-02	1.13E-02	9.88E-03	5.83E-03	2.03E-02	3.15E-03	3.74E-02	2.63E-02	1.51E-02	8.44E-03	2.27E-02	1.08E-01	1.08E-01	7.23E-02	1.64E-02	8.75E-03	1.80E-02	4.13E-02	1.17E-01	1.76E-03	1.55E-03	8.60E-03	1.82E-03	5.14E-03	1.43E-02	6.19E-03	8.95E-03	5.92E-03	6.96E-01	2.90E-02
U51477_at	Diacylglycerol kinase zeta mRNA	1.94E+05	1.69E+03	1.76E+03	7.51E+03	3.40E+04	5.02E+03	5.60E+00	2.25E+02	6.69E+03	1.53E+04	1.66E+05	8.89E+02	1.64E+04	2.94E+06	1.80E+05	1.03E+04	6.15E+04	6.41E+04	4.09E+03	9.39E+03	6.08E+04	4.49E+03	6.87E+03	4.83E+05	4.17E+04	1.12E+05	6.87E+04	2.95E+04	6.62E+03	5.58E+02	5.83E+03	5.12E+02	9.36E+02	8.01E+02	3.35E+03	3.96E+02	1.43E+04	4.01E+03	5.71E+03	7.53E+05	3.32E+04	1.80E+04
U51478_at	Sodium/potassium-transporting ATPase beta-3 subunit mRNA	4.85E+01	1.14E-01	6.70E+00	9.99E+06	5.60E+03	4.47E+01	6.32E+00	1.92E-02	5.66E+01	5.50E+02	4.76E+04	2.24E+06	1.65E-02	4.28E-01	6.08E-02	2.78E-01	5.45E+02	2.66E-02	1.56E-01	8.00E-02	3.21E-01	7.19E+05	1.04E-01	2.38E+02	3.47E+00	7.58E+01	3.34E-02	1.65E-01	2.97E-02	1.80E+02	2.17E+03	1.11E-02	1.24E-02	3.07E-02	1.24E-02	1.16E-02	3.62E+05	6.05E-02	1.07E-01	3.64E-02	6.23E+05	5.92E-02
U51561_at	Cosmid N79E2	3.64E+03	2.99E+00	3.28E+01	1.34E+05	1.96E+01	2.44E-01	7.97E-02	2.83E+02	5.63E+02	5.57E-02	4.76E-02	6.33E+00	5.95E-02	1.82E+02	1.04E+01	1.41E+00	1.62E+01	8.99E-02	8.63E-02	3.10E-02	1.75E+04	5.64E-02	9.48E-02	3.24E+00	3.57E+00	8.54E-01	1.22E-01	5.07E-01	7.71E-02	2.48E-01	3.21E+01	1.70E-02	1.95E-02	2.84E-02	1.68E-02	2.33E-02	3.28E+01	1.04E-01	1.55E-01	7.90E-02	6.15E+02	7.25E-02
U51586_at	"Siah binding protein 1 (SiahBP1) mRNA, partial cds"	4.56E+02	6.39E-02	1.42E+00	9.64E+03	2.40E+01	7.24E-02	3.32E-02	1.02E-02	4.28E+01	2.46E-02	7.13E-02	1.08E+03	6.28E-03	3.25E-02	1.04E-02	8.56E-03	4.27E-02	6.43E-03	1.51E-02	1.44E-02	2.88E-02	7.18E-03	4.10E-02	7.90E-02	5.81E-02	5.21E-02	1.45E-02	4.00E-02	1.26E-02	6.80E-02	6.38E+00	3.60E-03	1.92E-03	1.01E-02	2.94E-03	2.27E-03	7.03E-02	6.05E-03	8.27E-03	8.96E-03	7.60E+01	2.38E-02
U51587_at	Golgi complex autoantigen golgin-97 mRNA	1.90E+03	2.90E+02	2.16E+05	3.21E+03	6.76E+03	1.49E+03	7.06E+03	2.85E+06	1.36E+03	2.16E+04	2.11E+04	3.35E+04	3.77E+04	1.10E+04	1.35E+07	6.93E+05	3.82E+03	4.09E+03	2.08E+05	7.99E-02	1.41E+03	9.45E+03	1.66E+04	9.24E+03	9.87E+05	9.75E+03	1.01E+04	4.13E+03	1.06E+05	7.94E+03	9.64E+03	1.12E+05	2.02E-02	6.55E+04	3.53E+03	7.46E+03	2.41E+05	1.14E+05	2.58E+05	1.27E+02	1.11E+06	2.33E+05
U51678_at	Small acidic protein mRNA	1.27E+02	9.25E-02	1.56E+03	1.68E+02	1.33E+05	2.17E-01	1.39E+01	8.07E-03	4.02E+03	4.31E+03	1.28E+00	1.58E+03	1.16E-01	4.38E+02	3.11E+02	2.86E+01	9.35E+02	5.27E+01	1.20E-01	5.13E+00	1.40E+01	1.15E+01	1.11E+01	1.83E+01	1.20E+03	3.08E+01	6.81E-02	2.28E+00	3.20E-01	5.11E+00	9.75E+01	1.73E-03	4.28E-02	1.02E-01	2.87E-02	7.56E-02	2.44E-01	1.20E+01	1.91E-01	3.59E-02	1.39E+03	7.61E+04
U51711_at	DESMOCOLLIN 2A/BB PRECURSOR	1.27E+02	1.69E+01	2.98E+02	1.62E+05	1.07E+04	2.67E+01	7.62E-01	5.59E-02	5.49E+06	5.32E-02	1.80E-01	5.76E+01	6.39E+01	9.12E+01	4.19E-02	3.47E-02	1.41E+04	4.47E-02	3.05E-01	2.92E-02	1.11E+00	9.39E-02	3.87E+05	1.35E+01	7.69E+01	8.76E+03	3.40E-01	5.22E-02	1.51E+02	1.23E+01	1.59E+08	1.48E-02	4.92E-03	3.21E-02	1.07E-02	6.84E-03	1.69E+00	2.79E-02	3.40E-02	1.96E-02	2.94E+02	1.00E+01
U51903_at	RasGAP-related protein (IQGAP2) mRNA	1.49E+04	3.19E+09	1.04E+04	6.63E+04	4.61E+04	1.72E+04	3.01E+05	6.99E+03	8.13E+03	3.60E+05	2.95E+04	1.50E+04	1.58E+05	6.71E+07	5.16E+07	3.14E+04	1.80E+03	1.25E+04	3.23E+05	4.19E+04	1.45E+04	8.94E+02	8.57E+03	7.49E+05	2.43E+05	6.24E+04	3.76E+05	1.34E+05	2.07E+05	2.51E+05	3.76E+05	1.06E+04	5.21E-02	3.99E+04	4.91E+01	5.17E+01	3.01E+05	1.54E+03	1.01E+04	6.12E+07	6.53E+04	5.99E+03
U51920_at	SRP54 Signal recognition particle 54 kD protein	2.48E+03	4.57E+02	1.81E+03	9.42E+06	4.72E+02	9.45E-02	2.99E-02	9.09E-02	2.44E+02	8.67E-02	1.06E+01	6.31E+02	4.57E-02	6.00E-02	6.14E-02	4.55E-02	3.88E+02	8.16E-03	3.41E-02	1.12E-02	7.02E-02	2.16E-02	9.16E-02	6.15E+01	6.24E+00	1.23E+00	4.38E-02	7.32E-01	7.47E-02	6.19E-01	8.04E-01	1.35E-02	7.37E-03	1.59E-02	1.85E-02	1.82E-02	1.54E-01	2.25E-02	7.12E-02	5.28E-02	2.32E+03	9.51E+00
U51990_at	HPrp18 mRNA	7.43E+00	1.64E-01	1.14E+03	6.26E+02	9.45E+02	2.64E-02	2.09E+02	2.88E-02	1.25E+05	1.58E-01	9.55E-02	3.21E+01	6.64E-03	1.67E-01	1.08E-01	3.68E-02	1.94E+03	7.35E-02	2.33E-02	8.41E-01	1.30E+00	4.13E-02	4.68E-01	1.58E+04	5.31E+03	1.76E+02	9.41E-02	3.61E-02	3.88E-02	3.54E+03	5.37E+02	1.33E-02	4.93E-03	2.74E-02	2.72E-03	1.86E-02	2.01E-01	2.41E-02	2.57E-02	1.70E-02	2.55E+02	1.28E+01
U52077_s_at	"Mariner1 transposase gene, complete consensus sequence"	4.76E+04	2.45E+04	4.90E+04	1.05E+00	2.48E+06	1.49E+03	1.91E+04	2.72E-02	1.11E+05	6.87E+04	5.19E+04	1.58E+06	5.26E-01	1.70E+02	2.39E+02	2.23E-01	2.82E+05	1.54E-02	3.20E+04	7.38E+03	1.69E+03	3.13E+05	1.37E+05	2.24E+06	2.66E+04	4.22E+06	2.69E-02	1.66E-02	5.74E+03	9.14E+04	9.46E+03	1.07E+02	1.66E-03	5.74E-02	1.94E-03	2.09E-03	1.47E-02	5.75E-03	1.70E-02	1.71E-02	4.15E+06	1.61E+01
U52100_at	XMP mRNA	2.38E+04	1.49E+06	1.90E+05	1.82E+05	2.08E+04	2.08E+05	3.28E+04	6.20E+04	4.02E+04	8.24E+04	9.40E+03	7.93E+03	1.05E+06	1.39E+05	4.76E+05	2.36E+05	9.56E+04	4.47E+04	3.57E+04	2.96E+06	5.33E+05	8.51E+04	3.58E+05	2.01E+07	1.11E+05	3.44E+04	6.45E+04	1.42E+07	6.48E+04	1.28E+04	4.85E+06	3.39E+06	1.95E+04	1.44E+04	1.73E+04	1.62E+04	3.22E+04	2.96E+04	2.99E+04	3.34E+04	4.39E+06	3.98E+08
U52101_at	YMP mRNA	5.02E+05	2.94E+04	3.89E+05	3.03E+07	2.35E+04	6.54E+04	6.75E+05	1.46E+07	1.48E+06	1.87E+05	6.68E+04	4.46E+06	2.95E+06	3.98E+05	1.27E+05	1.87E+05	7.76E+04	5.00E+05	3.58E+07	3.46E+04	1.83E+06	3.40E+06	3.31E+06	1.30E+05	4.90E+09	2.30E+04	4.59E+04	1.36E+07	4.43E+04	1.23E+06	1.22E+05	9.06E+04	3.12E+04	6.46E+04	1.21E+07	6.72E+04	8.64E+05	7.90E+04	6.56E+04	3.11E+04	2.21E+06	4.87E+04
U52111_rna3_at	"ALD gene (adrenoleukodystrophy protein) extracted from Human Xq28 genomic DNA in the region of the ALD locus containing the genes for creatine transporter (SLC6A8), CDM, adrenoleukodystrophy (ALD), Na+-isocitrate dehydrogenase gamma subunit (IDH), and translocon-associated protein delta (TRAP) genes, plexin related protein (PLEXR) and serine kinase (SK) genes, partial cds, Xq28lu1 gene and cytochrome C (CCp) pseudogene"	6.11E+03	9.84E+00	1.60E+00	5.63E+03	6.34E+01	1.31E+00	6.66E-02	1.17E-02	5.17E+03	2.10E-02	2.26E-02	4.28E+02	9.73E-02	8.42E-02	1.32E+01	1.65E-01	1.79E+05	1.04E-01	1.95E-01	1.50E-01	1.74E+05	1.26E+01	2.27E-02	4.48E-01	1.34E+02	1.90E-01	2.71E+03	3.06E+00	2.86E+00	1.35E-01	3.01E-01	1.32E+03	7.07E-02	9.32E+01	4.03E+01	8.71E-02	1.14E+04	1.41E+03	3.25E+04	5.25E+03	3.08E+03	3.36E+06
U52111_rna4_at	"PLEXR gene (plexin related protein) extracted from Human Xq28 genomic DNA in the region of the ALD locus containing the genes for creatine transporter (SLC6A8), CDM, adrenoleukodystrophy (ALD), Na+-isocitrate dehydrogenase gamma subunit (IDH), and translocon-associated protein delta (TRAP) genes, plexin related protein (PLEXR) and serine kinase (SK) genes, partial cds, Xq28lu1 gene and cytochrome C (CCp) pseudogene"	1.63E+04	2.82E+00	8.95E+03	1.03E+03	3.11E-01	8.32E-02	4.89E-01	6.40E-01	3.91E+02	1.18E-01	8.96E-02	2.31E+02	8.75E-02	2.45E+00	9.96E-01	1.50E-01	1.21E+03	7.92E-02	2.08E-01	1.50E+02	5.73E-01	1.37E-01	1.25E-01	1.28E-01	8.53E+00	7.80E+00	1.01E-01	7.69E-01	1.45E-01	9.85E-01	8.42E-01	1.37E+01	6.00E-01	6.04E-01	8.42E-02	3.88E-02	1.47E+00	3.74E-01	2.11E+01	9.25E-02	7.58E+04	8.35E+00
U52112_rna1_at	"L1CAM gene (neural cell adhesion molecule L1) extracted from Human Xq28 genomic DNA in the region of the L1CAM locus containing the genes for neural cell adhesion molecule L1 (L1CAM), arginine-vasopressin receptor (AVPR2), C1 p115 (C1), ARD1 N-acetyltransferase related protein (TE2), renin-binding protein (RbP), host cell factor 1 (HCF1), and interleukin-1 receptor-associated kinase (IRAK) genes, and Xq28lu2 gene"	1.43E+05	5.53E+04	3.48E+06	6.46E+04	5.94E+07	4.33E+05	1.87E+06	4.83E+05	6.93E+07	1.02E+05	2.15E+04	8.14E+04	1.51E+04	1.41E+04	6.99E+05	1.57E+07	6.07E+04	2.10E+04	1.94E+04	2.34E+04	2.03E+05	2.45E+04	2.17E+04	4.30E+04	1.19E+05	1.70E+05	2.25E+07	6.50E+04	1.57E+04	1.09E+05	2.99E+04	1.68E+04	1.24E+05	3.84E+04	3.97E+05	3.54E+05	1.65E+04	3.45E+04	4.79E+04	8.75E+04	4.21E+06	8.37E+04
U52112_rna5_at	"RbP gene (renin-binding protein) extracted from Human Xq28 genomic DNA in the region of the L1CAM locus containing the genes for neural cell adhesion molecule L1 (L1CAM), arginine-vasopressin receptor (AVPR2), C1 p115 (C1), ARD1 N-acetyltransferase related protein (TE2), renin-binding protein (RbP), host cell factor 1 (HCF1), and interleukin-1 receptor-associated kinase (IRAK) genes, and Xq28lu2 gene"	1.24E+03	8.10E+03	7.42E+04	4.22E+03	1.15E+04	9.67E+04	2.10E+03	1.10E+04	1.67E+04	6.74E-02	9.79E-02	6.10E+03	2.88E+03	1.79E+01	2.83E-01	5.32E-03	8.53E+00	1.54E+00	2.10E+05	2.00E+03	3.85E+04	3.08E-02	3.33E+02	4.85E+06	6.58E+05	3.70E+03	1.11E+02	4.81E+03	5.67E+04	3.82E+03	1.67E+05	3.88E+04	9.13E+03	4.67E+03	5.45E+03	1.65E+04	9.46E+03	7.23E+02	3.11E+03	7.01E+04	8.81E+03	4.83E+04
U52152_at	Inwardly rectifying potassium channel Kir3.3 mRNA	6.49E+04	3.58E+04	1.34E+04	1.14E+04	1.68E+04	1.35E+03	6.00E+02	2.37E+03	6.98E+06	5.46E+03	1.10E+03	7.33E+05	1.03E+04	7.59E+03	1.34E+04	4.44E+03	3.61E+04	3.53E+05	3.86E+03	8.89E+02	3.23E+05	2.63E+04	6.34E+03	4.13E+04	4.06E+02	8.03E+03	6.89E+04	1.89E+05	1.20E+05	3.44E+02	5.01E+04	2.53E+06	6.46E+03	7.07E+04	2.06E+05	2.64E+04	1.66E+07	3.91E+04	5.36E+03	2.75E+04	2.81E+04	3.66E+04
U52153_at	Inwardly rectifying potassium channel Kir3.2 mRNA	9.77E+04	3.79E+03	1.29E+04	4.78E+04	1.26E+05	2.50E+02	1.19E+04	6.57E+03	3.93E+06	8.18E+04	4.45E+04	5.45E+04	1.65E+05	4.85E+04	2.69E+02	2.17E+06	4.53E+04	1.34E+04	8.19E+05	2.32E+05	1.17E+04	2.93E+03	1.80E-02	3.77E-02	4.27E-02	1.06E+01	1.38E+02	2.17E+05	3.75E-02	2.49E-02	9.14E-02	4.71E+04	1.07E+04	2.78E+04	7.40E+03	1.50E+06	7.85E+05	1.45E+04	2.87E+03	1.93E+05	3.40E+06	9.87E+00
U52154_at	Clone KGP G-protein coupled inwardly rectifying potassium channel mRNA	8.51E+02	1.18E+01	9.75E+01	3.51E+05	6.83E+00	1.36E-01	1.17E-01	2.71E+05	1.11E+04	8.45E-02	3.16E+02	9.29E+02	7.63E-02	3.34E+05	5.28E+04	2.26E+02	1.23E+02	8.76E-02	1.52E+04	2.59E+04	1.70E+00	2.29E-01	5.83E-02	2.57E+04	5.78E+00	1.73E+04	2.23E+03	6.18E+04	2.08E+04	2.33E-01	5.01E+01	9.91E-02	8.32E-03	2.34E+05	4.23E+04	4.12E+05	1.23E-01	1.72E+04	5.21E+04	2.51E+06	9.83E+03	5.63E+02
U52155_at	"Inward rectifier potassium channel Kir1.2 (Kir1.2) mRNA, partial cds"	5.16E+03	6.73E+04	1.10E+04	8.03E+03	9.69E+03	1.88E+06	1.95E+09	2.16E+04	2.17E+03	1.27E+04	7.38E+03	6.52E+03	1.12E+04	2.09E+05	1.04E+04	6.99E+06	7.73E+04	1.44E+08	1.94E+04	6.89E+04	1.02E+04	1.59E+04	4.67E+04	6.57E+04	9.10E+05	5.79E+04	1.80E+04	2.57E+04	1.70E+05	2.15E+04	1.94E+05	8.30E+05	3.78E+04	4.00E+04	1.11E+06	5.78E+04	1.44E+04	1.13E+05	8.20E+04	1.03E+07	5.83E+04	1.77E+04
U52191_s_at	SMCY (H-Y) mRNA	6.30E+03	1.21E-01	7.70E-01	2.53E+03	1.10E+05	4.26E+01	1.26E+02	5.13E-02	1.45E+05	9.68E-02	1.21E+02	1.85E+04	2.22E-01	5.21E+01	2.22E+00	7.85E+00	3.93E+03	4.67E-02	1.18E+01	4.69E-02	1.82E+03	7.58E+00	1.55E-01	9.33E-01	1.10E-01	7.94E-01	2.48E+01	2.38E-02	1.00E+02	1.09E-01	1.72E-01	3.33E-02	1.51E-02	6.41E-02	3.46E-02	7.17E-02	1.27E+01	7.69E-02	1.66E+01	6.30E-02	3.59E+03	2.09E+01
U52373_s_at	Serine/threonine protein kinase	7.09E+03	3.47E-02	3.49E-01	1.74E+04	7.63E+05	9.58E-02	1.16E-01	9.28E-02	5.31E+01	1.14E+00	1.37E+00	1.93E+05	7.07E-03	5.33E-02	5.17E-02	1.72E-02	1.17E+00	7.95E-03	2.94E-02	2.81E-02	7.90E-02	1.98E-02	7.42E-02	1.08E+00	1.56E-01	1.08E-01	1.78E-02	3.01E-02	1.50E-02	1.45E-01	1.22E-01	3.58E-03	3.48E-03	9.24E-03	4.09E-03	3.36E-03	8.21E-02	1.04E-02	3.06E-02	1.20E-02	3.47E+02	2.96E-01
U52426_at	GOK (STIM1) mRNA	1.08E+04	9.93E+02	3.75E+03	2.20E+03	1.59E+02	5.00E+03	1.62E+03	2.27E+01	2.11E+03	1.38E+04	5.35E+02	1.13E+05	2.10E+01	3.23E+03	1.03E+03	2.84E+03	9.64E+02	1.59E+01	3.06E+04	5.97E+03	2.90E+04	1.32E+05	4.95E+01	1.28E+03	2.96E+00	3.82E+04	1.04E-01	3.18E+02	5.13E+01	4.87E+02	1.69E+04	2.01E-02	2.41E+02	1.80E+03	1.58E-01	6.20E-02	9.61E+07	1.15E-01	1.66E+02	7.04E-01	7.59E+03	9.47E-02
U52427_rna1_at	RNA polymerase II seventh subunit (rpb-7) gene	2.72E+06	1.09E+04	1.28E+05	4.31E+05	9.16E+04	8.45E+04	8.03E+03	7.24E+01	1.24E+05	3.53E+03	3.34E+03	3.58E+04	4.98E+05	2.37E+04	2.76E+05	5.08E+04	3.48E+07	3.02E+03	1.52E+04	3.83E+04	1.86E+05	1.93E+03	6.34E+03	1.64E+05	3.48E+05	2.19E+04	2.86E+08	1.08E+05	9.69E+03	1.01E+04	1.90E+06	9.03E+03	1.61E+04	2.83E+04	4.32E+04	5.41E+04	2.84E+04	7.65E+06	2.98E+06	2.67E+05	4.00E+03	5.49E+04
U52513_at	RIG-G mRNA	1.13E+05	5.97E+02	5.83E+02	8.25E-01	2.05E+02	2.32E-01	9.16E-01	5.61E-02	8.71E+03	1.00E+00	1.29E+00	2.55E+03	2.25E-01	2.77E+03	9.62E+01	5.87E-01	3.72E+03	3.94E-02	4.80E-02	8.78E-02	2.63E+02	9.89E-02	9.72E+00	1.16E+00	1.77E+01	4.85E+03	7.52E-02	3.15E-01	1.12E+02	3.02E+00	1.23E+01	5.63E-02	7.89E-02	2.28E-01	4.55E-02	8.24E-02	4.81E+02	1.20E-01	9.82E-02	1.81E+02	1.22E+04	7.46E+01
U52518_at	Grb2-related adaptor protein (Grap) mRNA	4.03E+04	7.31E+00	3.32E+02	1.08E+05	9.16E+01	6.74E+04	4.30E-01	8.50E-02	8.16E+03	1.42E-01	2.66E-01	2.69E+06	1.17E-01	1.05E+01	3.20E-01	1.22E-01	3.32E+00	4.57E-02	7.01E-02	1.96E-01	6.40E+02	7.34E-02	1.61E-01	3.64E+01	3.00E+02	1.38E+02	1.16E+00	6.92E+00	1.72E+00	9.65E+02	1.44E+03	2.58E-02	2.35E-02	5.97E-02	4.03E-02	2.86E-02	3.63E-01	7.46E-02	1.77E-01	9.94E-02	2.49E+01	8.05E-01
